actual_demand_next_30_days,expected_demand_next_30_days,lead_time_days,month_cos,month_sin,quantity_on_hand,quantity_to_reorder_ratio,reorder_level,stockout_within_lead_time,supplier_on_time_rate,unit_cost,material_category
52.51,62.2,6.0,-0.8660254037844387,0.49999999999999994,200.0,1.0251153254741159,195.1,0,0.7179,3.03,packaging
121.49,80.5,3.0,-0.4999999999999998,0.8660254037844387,145.1,0.6683555964993091,217.1,0,0.8141,2.31,dye_chemicals
29.43,34.3,6.0,0.5000000000000001,0.8660254037844386,115.3,1.3329479768786128,86.5,0,0.7985,3.81,packaging
13.92,20.7,3.0,-0.4999999999999998,0.8660254037844387,278.0,2.1483771251931993,129.4,0,0.7912,3.73,packaging
162.98,169.1,24.0,1.0,-2.4492935982947064e-16,331.0,1.9110854503464205,173.2,0,0.5587,2.59,trims
53.68,99.8,17.0,0.5000000000000001,0.8660254037844386,231.1,1.1537693459810283,200.3,0,0.9299,1.24,packaging
69.45,116.2,22.0,6.123233995736766e-17,1.0,206.6,2.01364522417154,102.6,0,0.99,1.28,trims
117.69,91.1,29.0,0.8660254037844384,-0.5000000000000004,137.2,0.8335358444714459,164.6,1,0.7111,2.37,thread
153.56,132.8,7.0,-0.4999999999999998,0.8660254037844387,196.2,0.917251051893408,213.9,0,0.7095,1.03,buttons
143.23991805097333,112.3,14.0,6.123233995736766e-17,1.0,423.1845644024322,2.8846936905414604,146.7,0,0.89,3.06,dye_chemicals
133.52,142.2,15.0,0.8660254037844387,0.49999999999999994,755.3,3.161573880284638,238.9,0,0.5266,0.87,thread
57.41,78.0,17.0,-0.8660254037844387,0.49999999999999994,49.0,0.3837118245888802,127.7,1,0.9526,5.58,zippers
135.14,103.5,20.0,-0.5000000000000004,-0.8660254037844384,147.7,0.9986477349560513,147.9,0,0.7088,4.06,dye_chemicals
107.52,116.9,16.0,6.123233995736766e-17,1.0,527.7,3.6020477815699663,146.5,0,0.8811,1.53,dye_chemicals
123.04,121.5,28.0,6.123233995736766e-17,1.0,125.8,0.6252485089463221,201.2,0,0.99,3.2,zippers
80.03,116.0,23.0,-1.0,1.2246467991473532e-16,232.9,1.2123893805309736,192.1,0,0.7809,8.24,dye_chemicals
83.61,115.3,22.0,1.0,-2.4492935982947064e-16,183.1,1.3881728582259287,131.9,0,0.7269,1.3,fabric
109.05,144.0,15.0,0.5000000000000001,0.8660254037844386,275.8,1.1913606911447086,231.5,0,0.9542,4.14,buttons
99.68,78.5,27.0,0.8660254037844387,0.49999999999999994,319.2,2.0100755667506296,158.8,0,0.9047,0.59,buttons
79.6,76.7,12.0,0.5000000000000001,-0.8660254037844386,173.9,1.3596559812353401,127.9,0,0.8246,2.51,thread
101.265,130.0,17.0,0.8660254037844387,0.49999999999999994,187.15,1.7248847926267281,108.5,0,0.8307,14.04,trims
115.81,85.0,24.0,-0.8660254037844387,0.49999999999999994,152.8,0.6999541914796152,218.3,0,0.6586,1.2,packaging
71.39,110.2,7.0,-0.8660254037844386,-0.5000000000000001,221.2,1.5788722341184869,140.1,0,0.842,2.21,fabric
191.54,195.1,15.0,0.5000000000000001,-0.8660254037844386,108.4,0.5051258154706431,214.6,0,0.7261,3.69,zippers
102.59,203.5,19.0,0.5000000000000001,-0.8660254037844386,413.2,1.701111568546727,242.9,0,0.8201,1.56,fabric
184.67,186.2,26.0,-0.5000000000000004,-0.8660254037844384,405.5,2.3810921902524953,170.3,0,0.7168,0.69,dye_chemicals
142.26,131.8,20.0,1.0,-2.4492935982947064e-16,12.4,0.06234288587229764,198.9,1,0.9568,4.07,dye_chemicals
82.71,83.4,23.0,-0.8660254037844387,0.49999999999999994,296.7,1.6177753544165756,183.4,0,0.6976,1.96,zippers
93.99,115.0,5.0,-0.4999999999999998,0.8660254037844387,477.7,2.2747619047619048,210.0,0,0.7179,3.2,zippers
141.09,171.2,20.0,-0.8660254037844387,0.49999999999999994,236.5,1.1375661375661374,207.9,0,0.8731,16.51,packaging
88.54,80.0,15.0,0.8660254037844387,0.49999999999999994,252.8,1.4242253521126762,177.5,0,0.8420000000000001,3.33,buttons
239.05,218.8,11.0,-0.8660254037844387,0.49999999999999994,119.4,0.5545750116117046,215.3,0,0.6772,1.25,trims
107.95,86.4,27.0,-1.0,1.2246467991473532e-16,447.3,2.8114393463230676,159.1,0,0.99,1.43,thread
161.59,183.6,25.0,-0.4999999999999998,0.8660254037844387,557.3,2.1837774294670846,255.2,0,0.99,3.28,fabric
36.84,37.9,32.0,0.5000000000000001,-0.8660254037844386,328.2,2.142297650130548,153.2,0,0.9601,0.5,buttons
224.24,235.4,20.0,-1.8369701987210297e-16,-1.0,668.5,3.0166967509025273,221.6,0,0.6032,1.89,dye_chemicals
101.02,79.1,16.0,-0.8660254037844387,0.49999999999999994,186.1,1.6410934744268075,113.4,0,0.8777,6.37,dye_chemicals
49.59,46.9,16.0,6.123233995736766e-17,1.0,48.6,0.37791601866251945,128.6,0,0.7704,1.35,zippers
56.95,77.9,23.0,-0.4999999999999998,0.8660254037844387,78.5,1.2661290322580645,62.0,0,0.8607,2.46,dye_chemicals
160.01,193.8,6.0,1.0,-2.4492935982947064e-16,246.3,1.2241550695825052,201.2,0,0.8977,5.87,dye_chemicals
156.63,138.5,13.0,6.123233995736766e-17,1.0,253.8,1.166896551724138,217.5,0,0.778,3.64,trims
101.94,129.0,26.0,0.5000000000000001,-0.8660254037844386,374.7,1.9804439746300213,189.2,0,0.99,0.55,zippers
215.64,174.8,6.0,1.0,-2.4492935982947064e-16,241.1,1.2427835051546392,194.0,0,0.8426,0.49,dye_chemicals
